,reactant,product,rxn_nrj,rxn id,reactant label,Y
114,"['data/SN2-20/0336/r/03.xyz', 'data/SN2-20/0336/r/A.xyz']","['data/SN2-20/0336/p/02.xyz', 'data/SN2-20/0336/p/A.xyz']",-25.092695413106302,336,A_A_B_E_B_0,C
115,"['data/SN2-20/0338/r/03.xyz', 'data/SN2-20/0338/r/C.xyz']","['data/SN2-20/0338/p/00.xyz', 'data/SN2-20/0338/p/A.xyz']",47.7706458669381,338,A_A_B_E_B_0,D
116,"['data/SN2-20/0340/r/00.xyz', 'data/SN2-20/0340/r/A.xyz']","['data/SN2-20/0340/p/02.xyz', 'data/SN2-20/0340/p/B.xyz']",-72.8633375375202,340,A_A_B_E_C_0,A
117,"['data/SN2-20/0341/r/00.xyz', 'data/SN2-20/0341/r/B.xyz']","['data/SN2-20/0341/p/03.xyz', 'data/SN2-20/0341/p/B.xyz']",-47.77058162155332,341,A_A_B_E_C_0,B
118,"['data/SN2-20/0348/r/13.xyz', 'data/SN2-20/0348/r/A.xyz']","['data/SN2-20/0348/p/06.xyz', 'data/SN2-20/0348/p/A.xyz']",-25.51656468341961,348,A_A_B_E_C_0,C
119,"['data/SN2-20/0350/r/13.xyz', 'data/SN2-20/0350/r/C.xyz']","['data/SN2-20/0350/p/05.xyz', 'data/SN2-20/0350/p/A.xyz']",47.159806350233424,350,A_A_B_E_C_0,D
120,"['data/SN2-20/0352/r/05.xyz', 'data/SN2-20/0352/r/A.xyz']","['data/SN2-20/0352/p/06.xyz', 'data/SN2-20/0352/p/B.xyz']",-72.6763175028904,352,A_A_C_A_A_0,A
121,"['data/SN2-20/0353/r/05.xyz', 'data/SN2-20/0353/r/B.xyz']","['data/SN2-20/0353/p/05.xyz', 'data/SN2-20/0353/p/B.xyz']",-46.44737464503468,353,A_A_C_A_A_0,B
122,"['data/SN2-20/0360/r/00.xyz', 'data/SN2-20/0360/r/A.xyz']","['data/SN2-20/0360/p/03.xyz', 'data/SN2-20/0360/p/A.xyz']",-29.290682861346802,360,A_A_C_A_A_0,C
123,"['data/SN2-20/0362/r/00.xyz', 'data/SN2-20/0362/r/C.xyz']","['data/SN2-20/0362/p/01.xyz', 'data/SN2-20/0362/p/A.xyz']",46.467917039224176,362,A_A_C_A_A_0,D
