name,en_ts
Ir_Cat298,-2581.06596222
Ir_Cat299,-2566.57476263
Ir_Cat300,-3024.37676196
Ir_Cat301,-2963.34714773
Ir_Cat302,-4404.45971771
Ir_Cat303,-2723.71857431
Ir_Cat304,-2723.70376919
Ir_Cat305,-2723.65130025
Ir_Cat306,-3482.04269095
Ir_Cat307,-2867.37731895
Ir_Cat308,-3024.51432644
Ir_Cat309,-3264.13899658
Ir_Cat310,-3024.49950076
Ir_Cat311,-4705.25612769
Ir_Cat312,-2723.71618977
Ir_Cat313,-2880.84362391
Ir_Cat314,-2114.46931261
Ir_Cat315,-2428.72953921
Ir_Cat316,-3024.36778833
Ir_Cat317,-3024.51894534
Ir_Cat318,-2880.87205259
Ir_Cat319,-3120.49379466
Ir_Cat320,-2520.77560976
Ir_Cat321,-2677.89988316
Ir_Cat322,-3149.28284363
Ir_Cat323,-2835.01200019
Ir_Cat324,-2821.52898129
Ir_Cat325,-3292.93264404
Ir_Cat326,-3135.83049435
Ir_Cat327,-3301.62356220
Ir_Cat328,-3287.13203836
Ir_Cat329,-3744.93414323
Ir_Cat330,-3683.90422049
Ir_Cat331,-5125.01619889
Ir_Cat332,-3444.27695898
Ir_Cat333,-3444.26107140
Ir_Cat334,-3444.27812026
Ir_Cat335,-4202.67869353
Ir_Cat336,-3587.92097906
Ir_Cat337,-3745.07114433
Ir_Cat338,-3984.69500273
Ir_Cat339,-3745.05569912
Ir_Cat340,-5425.81199020
Ir_Cat341,-3444.28172703
Ir_Cat342,-3601.41393367
Ir_Cat343,-2835.02635408
Ir_Cat344,-3149.28760232
Ir_Cat345,-3744.92521616
Ir_Cat346,-3745.06715671
Ir_Cat347,-3601.41897728
Ir_Cat348,-3841.05130132
Ir_Cat349,-1680.40376773
Ir_Cat350,-1837.52558019
Ir_Cat351,-2308.91216230
Ir_Cat352,-1994.63547197
Ir_Cat353,-1981.15802879
Ir_Cat354,-2452.56558009
Ir_Cat355,-2295.45976326
Ir_Cat356,-2461.25275154
Ir_Cat357,-2446.76091795
Ir_Cat358,-2904.55964642
Ir_Cat359,-2843.53418075
Ir_Cat360,-4284.64728458
Ir_Cat361,-2603.90535822
Ir_Cat362,-2603.89538195
Ir_Cat363,-2603.90637259
Ir_Cat364,-3362.22735860
Ir_Cat365,-2747.55119651
Ir_Cat366,-2904.68238122
Ir_Cat367,-3144.32620570
Ir_Cat368,-2904.69434885
Ir_Cat369,-4585.42925830
Ir_Cat370,-2603.90839563
Ir_Cat371,-2761.03573698
Ir_Cat372,-1994.65574446
Ir_Cat373,-2308.91680115
Ir_Cat374,-2904.55256943
Ir_Cat375,-2904.69779468
Ir_Cat376,-2761.04673236
Ir_Cat377,-3000.67327849
Ir_Cat378,-1680.39818431
Ir_Cat379,-1837.51383791
Ir_Cat380,-2308.90077407
Ir_Cat381,-1994.62257096
Ir_Cat382,-1981.15242030
Ir_Cat384,-2295.44593502
Ir_Cat385,-2461.23478837
Ir_Cat386,-2446.75665613
Ir_Cat387,-2904.55467468
Ir_Cat388,-2843.52949705
Ir_Cat389,-4284.64201079
Ir_Cat390,-2603.90041529
Ir_Cat391,-2603.87107435
Ir_Cat392,-2603.90042502
Ir_Cat393,-3362.30448650
Ir_Cat394,-2747.54485371
Ir_Cat395,-2904.69802114
Ir_Cat396,-3144.32414988
Ir_Cat397,-2904.69851539
Ir_Cat398,-4585.43962828
Ir_Cat399,-2603.89549566
Ir_Cat400,-2761.01913358
Ir_Cat401,-1994.64419397
Ir_Cat402,-2308.90883440
Ir_Cat403,-2904.53029936
Ir_Cat404,-2904.69961947
Ir_Cat405,-2761.03914386
Ir_Cat406,-3000.66643513
Ir_Cat407,-1680.40447180
Ir_Cat408,-1837.52045934
Ir_Cat409,-2308.91223470
Ir_Cat410,-1994.64157769
Ir_Cat411,-1981.15018420
Ir_Cat412,-2452.56929832
Ir_Cat413,-2295.45982866
Ir_Cat414,-2461.25348752
Ir_Cat415,-2446.76568630
Ir_Cat416,-2904.56343298
Ir_Cat417,-2843.53769477
Ir_Cat418,-4284.64797176
Ir_Cat419,-2603.90931925
Ir_Cat420,-2603.89323308
Ir_Cat421,-2603.90578342
Ir_Cat422,-3362.29558167
Ir_Cat423,-2747.54885623
Ir_Cat424,-2904.70105916
Ir_Cat425,-3144.32720448
Ir_Cat426,-2904.69917742
Ir_Cat427,-4585.44434590
Ir_Cat428,-2603.90262470
Ir_Cat429,-2761.03647885
Ir_Cat430,-1994.65625649
Ir_Cat431,-2308.91688452
Ir_Cat432,-2904.55401514
Ir_Cat433,-2904.69760105
Ir_Cat434,-2761.04687761
Ir_Cat435,-3000.67356798
Ir_Cat436,-2059.61086411
Ir_Cat437,-2216.73512395
Ir_Cat438,-2688.12200191
Ir_Cat439,-2373.84308972
Ir_Cat440,-2360.36030803
Ir_Cat441,-2831.73775058
Ir_Cat442,-2674.65959613
Ir_Cat443,-2840.45495245
Ir_Cat444,-2825.96939303
Ir_Cat445,-3283.76535747
Ir_Cat446,-3222.74331995
Ir_Cat447,-4663.85753116
Ir_Cat448,-2983.11190581
Ir_Cat449,-2983.08167887
Ir_Cat451,-3741.49921709
Ir_Cat452,-3126.75968134
Ir_Cat453,-3283.89493192
Ir_Cat454,-3523.52266624
Ir_Cat455,-3283.90419596
Ir_Cat456,-4964.64330482
Ir_Cat457,-2983.11246419
Ir_Cat459,-2373.86593071
Ir_Cat460,-2688.13026217
Ir_Cat461,-3283.74647401
Ir_Cat462,-3283.90888467
Ir_Cat465,-1752.22143175
Ir_Cat466,-1909.34027703
Ir_Cat467,-2380.72649078
Ir_Cat468,-2066.46977476
Ir_Cat469,-2052.98669122
Ir_Cat470,-2524.40514488
Ir_Cat472,-2532.61906349
Ir_Cat473,-2518.57612024
Ir_Cat474,-2976.37593182
Ir_Cat475,-2915.34878624
Ir_Cat476,-4356.46089192
Ir_Cat477,-2675.72110966
Ir_Cat478,-2675.71156562
Ir_Cat479,-2675.72145614
Ir_Cat480,-3434.13177151
Ir_Cat481,-2819.37253594
Ir_Cat482,-2976.51787848
Ir_Cat483,-3216.14361800
Ir_Cat484,-2976.53194541
Ir_Cat485,-4657.25820699
Ir_Cat486,-2675.71512364
Ir_Cat487,-2832.84970502
Ir_Cat488,-2066.47070694
Ir_Cat489,-2380.72954668
Ir_Cat490,-2976.36283076
Ir_Cat491,-2976.53410017
Ir_Cat492,-2832.85797006
Ir_Cat493,-3072.48402655
Ir_Cat494,-1830.79130711
Ir_Cat495,-1987.91039849
Ir_Cat496,-2459.29621161
Ir_Cat497,-2145.03572827
Ir_Cat498,-2131.55521394
Ir_Cat499,-2602.96858478
Ir_Cat500,-2445.86587890
Ir_Cat501,-2611.64566927
Ir_Cat502,-2597.15569570
Ir_Cat503,-3054.94880613
Ir_Cat504,-2993.91907320
Ir_Cat505,-4435.03120682
Ir_Cat506,-2754.29090474
Ir_Cat507,-2754.29175762
Ir_Cat508,-2754.29009863
Ir_Cat509,-3512.61141369
Ir_Cat510,-2897.95901745
Ir_Cat511,-3055.08793764
Ir_Cat512,-3294.72574352
Ir_Cat513,-3055.09855356
Ir_Cat514,-4735.84090972
Ir_Cat515,-2754.28601333
Ir_Cat516,-2911.42572544
Ir_Cat517,-2145.04057617
Ir_Cat518,-2459.30822891
Ir_Cat519,-3054.93598321
Ir_Cat520,-3055.09634536
Ir_Cat521,-2911.42857860
Ir_Cat523,-1950.60416208
Ir_Cat524,-2107.72323486
Ir_Cat525,-2579.10914190
Ir_Cat526,-2264.84815717
Ir_Cat527,-2251.37254035
Ir_Cat528,-2722.77642549
Ir_Cat529,-2565.67870377
Ir_Cat530,-2731.45770830
Ir_Cat531,-2716.95992947
Ir_Cat532,-3174.75832344
Ir_Cat533,-3113.72996958
Ir_Cat534,-4554.85299838
Ir_Cat535,-2874.10491864
Ir_Cat536,-2874.10415514
Ir_Cat537,-2874.10529381
Ir_Cat538,-3632.51630133
Ir_Cat539,-3017.76093425
Ir_Cat540,-3174.90158995
Ir_Cat541,-3414.52660256
Ir_Cat542,-3174.91125815
Ir_Cat543,-4855.64189742
Ir_Cat544,-2874.09904664
Ir_Cat546,-2264.85333086
Ir_Cat547,-2579.11307652
Ir_Cat548,-3174.74644079
Ir_Cat549,-3174.90866266
Ir_Cat550,-3031.24336505
Ir_Cat551,-3270.86782626
Ir_Cat552,-1830.79292625
Ir_Cat553,-1987.91194100
Ir_Cat554,-2459.29812530
Ir_Cat555,-2145.02796679
Ir_Cat556,-2131.56058788
Ir_Cat557,-2602.96364774
Ir_Cat558,-2445.86554678
Ir_Cat559,-2611.64942661
Ir_Cat560,-2597.14711462
Ir_Cat561,-3054.95786154
Ir_Cat562,-2993.91673625
Ir_Cat563,-4435.03270606
Ir_Cat564,-2754.28870040
Ir_Cat565,-2754.28085061
Ir_Cat566,-2754.30374098
Ir_Cat567,-3512.70196167
Ir_Cat568,-2897.95765142
Ir_Cat569,-3055.09777243
Ir_Cat570,-3294.72406342
Ir_Cat571,-3055.10219542
Ir_Cat572,-4735.83927402
Ir_Cat573,-2754.28699433
Ir_Cat574,-2911.43169585
Ir_Cat575,-2145.04189166
Ir_Cat576,-2459.30219460
Ir_Cat577,-3054.93395467
Ir_Cat578,-3055.10693822
Ir_Cat579,-2911.43175184
Ir_Cat580,-3151.05774557
Ir_Cat581,-2671.16156986
Ir_Cat582,-2828.28070525
Ir_Cat583,-3299.67477999
Ir_Cat584,-2985.41079007
Ir_Cat585,-2971.93148936
Ir_Cat586,-3443.33914938
Ir_Cat587,-3286.23719677
Ir_Cat588,-3452.01711029
Ir_Cat589,-3437.51764136
Ir_Cat590,-3895.32024310
Ir_Cat591,-3834.28957582
Ir_Cat592,-5275.40148835
Ir_Cat593,-3594.66294864
Ir_Cat594,-3594.65051406
Ir_Cat595,-3594.66110703
Ir_Cat596,-4353.07509561
Ir_Cat597,-3738.31847924
Ir_Cat598,-3895.45955552
Ir_Cat599,-4135.08438638
Ir_Cat600,-3895.46915249
Ir_Cat601,-5576.19907134
Ir_Cat602,-3594.65741937
Ir_Cat603,-3751.79594339
Ir_Cat604,-2985.41781955
Ir_Cat605,-3299.67858003
Ir_Cat606,-3895.30871986
Ir_Cat607,-3895.46884493
Ir_Cat608,-3751.80002908
Ir_Cat610,-1680.40155332
Ir_Cat611,-1837.52227903
Ir_Cat612,-2308.90590775
Ir_Cat613,-1994.62987048
Ir_Cat614,-1981.14210068
Ir_Cat615,-2452.56068548
Ir_Cat616,-2295.45071218
Ir_Cat617,-2461.24463386
Ir_Cat618,-2446.75927341
Ir_Cat619,-2904.55621090
Ir_Cat620,-2843.53313289
Ir_Cat621,-4284.64585019
Ir_Cat622,-2603.90153258
Ir_Cat623,-2603.88818681
Ir_Cat624,-2603.90264341
Ir_Cat625,-3362.31045450
Ir_Cat626,-2747.53249142
Ir_Cat627,-2904.67284479
Ir_Cat628,-3144.29809975
Ir_Cat629,-2904.70333474
Ir_Cat630,-4585.41335360
Ir_Cat631,-2603.88852140
Ir_Cat632,-2761.03055485
Ir_Cat633,-1994.65200248
Ir_Cat634,-2308.90693625
Ir_Cat635,-2904.54957750
Ir_Cat636,-2904.70546203
Ir_Cat637,-2761.04046218
Ir_Cat638,-3000.66452707
Ir_Cat639,-1758.96960484
Ir_Cat640,-1916.08893338
Ir_Cat641,-2387.47779004
Ir_Cat642,-2073.20589423
Ir_Cat643,-2059.71067145
Ir_Cat644,-2531.12215345
Ir_Cat645,-2374.01797753
Ir_Cat646,-2539.81033209
Ir_Cat647,-2525.32920116
Ir_Cat648,-2983.12899170
Ir_Cat649,-2922.10237312
Ir_Cat650,-4363.21520745
Ir_Cat651,-2682.47325070
Ir_Cat652,-2682.45499489
Ir_Cat653,-2682.47587114
Ir_Cat654,-3440.88319109
Ir_Cat655,-2826.12028618
Ir_Cat656,-2983.26586751
Ir_Cat657,-3222.88601713
Ir_Cat658,-2983.26610252
Ir_Cat659,-4664.00154986
Ir_Cat660,-2682.46117439
Ir_Cat661,-2839.60940480
Ir_Cat662,-2073.21972388
Ir_Cat663,-2387.48063569
Ir_Cat664,-2983.11954009
Ir_Cat665,-2983.27178764
Ir_Cat666,-2839.60513608
Ir_Cat668,-1375.77461782
Ir_Cat669,-1532.89524327
Ir_Cat670,-2004.28011043
Ir_Cat671,-1690.00848752
Ir_Cat672,-1676.51792957
Ir_Cat673,-2147.93182187
Ir_Cat674,-1990.81986271
Ir_Cat675,-2156.62306591
Ir_Cat676,-2142.14065223
Ir_Cat677,-2599.93814380
Ir_Cat678,-2538.91233660
Ir_Cat679,-3980.02510288
Ir_Cat680,-2299.28408394
Ir_Cat681,-2299.25826183
Ir_Cat682,-2299.28426865
Ir_Cat683,-3057.68731465
Ir_Cat684,-2442.92560152
Ir_Cat685,-2600.06627452
Ir_Cat686,-2839.69145377
Ir_Cat687,-2600.05904704
Ir_Cat688,-4280.80671018
Ir_Cat689,-2299.27695215
Ir_Cat690,-2456.41033767
Ir_Cat691,-1690.02422341
Ir_Cat692,-2004.28385244
Ir_Cat693,-2599.92375384
Ir_Cat694,-2600.07630194
Ir_Cat695,-2456.41121989
Ir_Cat696,-2696.04460407
Ir_Cat697,-1532.90377792
Ir_Cat698,-1690.02334698
Ir_Cat699,-2161.41151049
Ir_Cat700,-1847.14119526
Ir_Cat701,-1833.65783187
Ir_Cat702,-2305.06117157
Ir_Cat703,-2147.95905470
Ir_Cat704,-2313.74785096
Ir_Cat705,-2299.26918327
Ir_Cat706,-2757.06735833
Ir_Cat707,-2696.04274910
Ir_Cat708,-4137.15477550
Ir_Cat709,-2456.41296974
Ir_Cat710,-2456.39905145
Ir_Cat711,-2456.41334709
Ir_Cat712,-3214.81565491
Ir_Cat713,-2600.05021557
Ir_Cat714,-2757.20579700
Ir_Cat715,-2996.83071211
Ir_Cat716,-2757.19998194
Ir_Cat717,-4437.94638882
Ir_Cat718,-2456.41230719
Ir_Cat719,-2613.54239731
Ir_Cat720,-1847.15339546
Ir_Cat721,-2161.41516623
Ir_Cat722,-2757.05317636
Ir_Cat723,-2757.20676339
Ir_Cat724,-2613.55141287
Ir_Cat725,-2853.17658407
Ir_Cat726,-1830.72579255
Ir_Cat727,-1987.84755559
Ir_Cat728,-2459.23212541
Ir_Cat729,-2144.96074734
Ir_Cat730,-2131.48037433
Ir_Cat731,-2602.87571400
Ir_Cat732,-2445.75818350
Ir_Cat733,-2611.57896109
Ir_Cat734,-2597.09021934
Ir_Cat735,-3054.88789213
Ir_Cat736,-2993.86350951
Ir_Cat737,-4434.97633694
Ir_Cat738,-2754.23331722
Ir_Cat739,-2754.20396007
Ir_Cat740,-2754.23084757
Ir_Cat741,-3512.62392729
Ir_Cat742,-2897.87335858
Ir_Cat743,-3055.02520147
Ir_Cat744,-3294.65273775
Ir_Cat745,-3055.03105144
Ir_Cat746,-4735.76112021
Ir_Cat747,-2754.22992333
Ir_Cat748,-2911.36058819
Ir_Cat749,-2144.97546405
Ir_Cat750,-2459.23879451
Ir_Cat751,-3054.86610819
Ir_Cat752,-3055.02319834
Ir_Cat753,-2911.37234790
Ir_Cat754,-3151.00151556
Ir_Cat755,-1830.79349711
Ir_Cat756,-1987.91817512
Ir_Cat757,-2459.29707995
Ir_Cat758,-2145.02946714
Ir_Cat759,-2131.56219343
Ir_Cat760,-2602.97309300
Ir_Cat761,-2445.85314601
Ir_Cat762,-2611.65157792
Ir_Cat763,-2597.15585303
Ir_Cat764,-3054.94931312
Ir_Cat765,-2993.92466626
Ir_Cat766,-4435.03229505
Ir_Cat767,-2754.29647303
Ir_Cat768,-2754.29015559
Ir_Cat769,-2754.29591038
Ir_Cat770,-3512.69737598
Ir_Cat771,-2897.95304132
Ir_Cat772,-3055.09954769
Ir_Cat773,-3294.72702277
Ir_Cat774,-3055.10805066
Ir_Cat775,-4735.84049789
Ir_Cat776,-2754.28768185
Ir_Cat777,-2911.42880141
Ir_Cat778,-2145.04536060
Ir_Cat779,-2459.30576244
Ir_Cat780,-3054.94464571
Ir_Cat781,-3055.09706427
Ir_Cat782,-2911.43606090
Ir_Cat783,-3151.06294184
Ir_Cat784,-1758.97252395
Ir_Cat785,-1916.09798742
Ir_Cat786,-2387.48159487
Ir_Cat787,-2073.19503409
Ir_Cat788,-2059.71425452
Ir_Cat789,-2531.12277794
Ir_Cat790,-2374.00871670
Ir_Cat791,-2539.80905004
Ir_Cat792,-2525.33167706
Ir_Cat793,-2983.13060073
Ir_Cat794,-2922.10448039
Ir_Cat795,-4363.21863275
Ir_Cat796,-2682.47572518
Ir_Cat797,-2682.46560917
Ir_Cat798,-2682.47693448
Ir_Cat799,-3440.88021718
Ir_Cat800,-2826.01958324
Ir_Cat801,-2983.27556487
Ir_Cat802,-3222.90027786
Ir_Cat803,-2983.26605700
Ir_Cat804,-4664.01601245
Ir_Cat806,-2839.60962613
Ir_Cat807,-2073.22888653
Ir_Cat808,-2387.48904125
Ir_Cat810,-2983.27533745
Ir_Cat811,-2839.44589388
Ir_Cat813,-1878.78610528
Ir_Cat814,-2035.90737445
Ir_Cat815,-2507.29194440
Ir_Cat816,-2193.01454632
Ir_Cat817,-2179.52675240
Ir_Cat818,-2650.94699972
Ir_Cat819,-2493.83605340
Ir_Cat820,-2659.62951060
Ir_Cat821,-2645.14459060
Ir_Cat822,-3102.94184413
Ir_Cat823,-3041.91807144
Ir_Cat824,-4483.03065128
Ir_Cat825,-2802.28696691
Ir_Cat826,-2802.27041863
Ir_Cat827,-2802.28744648
Ir_Cat828,-3560.69958651
Ir_Cat829,-2945.91736092
Ir_Cat830,-3103.05791743
Ir_Cat831,-3342.68252727
Ir_Cat832,-3103.08271478
Ir_Cat833,-4783.79761078
Ir_Cat834,-2802.28892447
Ir_Cat835,-2959.41603869
Ir_Cat836,-2193.03701447
Ir_Cat837,-2507.30111829
Ir_Cat838,-3102.93572603
Ir_Cat839,-3103.09069388
Ir_Cat840,-2959.42439531
