,name,en_react,en_prod,en_ts,f_barr,b_barr
506,Rh_Cat570,-3300.92516671,-3300.92717891,-3300.90470007,12.8430110331,14.105685648699998
507,Rh_Cat572,-4742.04057333,-4742.04253229,-4742.02003385,12.8887188254,14.1179848353
523,Rh_Cat587,-3292.43751756,-3292.44038599,-3292.41645368,13.217784806800001,15.0177518819
527,Rh_Cat590,-3901.52753617,-3901.52778552,-3901.50790104,12.3212306088,12.4777001027
530,Rh_Cat593,-3600.87151164,-3600.87205757,-3600.85219132,12.123684342799999,12.4662606042
531,Rh_Cat594,-3600.86377943,-3600.85397285,-3600.84490858,11.841637648099999,5.687915535680001
533,Rh_Cat596,-4359.28267984,-4359.27659864,-4359.2615504,13.25892433,9.44291355853
536,Rh_Cat599,-4141.29467099,-4141.29811113,-4141.27403293,12.950578711099999,15.1092992424
539,Rh_Cat600,-3901.67400082,-3901.67093283,-3901.65090279,14.4942332562,12.5690403852
540,Rh_Cat601,-5582.40258181,-5582.40104024,-5582.38074894,13.7003333374,12.7329835175
546,Rh_Cat607,-3901.67709838,-3901.67992741,-3901.65751943,12.2859771252,14.061220325799999
584,Rh_Cat642,-2079.41301846,-2079.40170256,-2079.39002038,14.4315136817,7.3306789308399996
613,Rh_Cat66,-2319.95410663,-2319.95197272,-2319.93000412,15.124553998800002,13.785505201700001
622,Rh_Cat678,-2545.11889712,-2545.11539,-2545.09496058,15.020406247,12.819655129400001
623,Rh_Cat679,-3986.23159249,-3986.22797808,-3986.20790013,14.8671809774,12.599104365599999
646,Rh_Cat69,-2702.24701066,-2702.24364501,-2702.223068,15.0242466053,12.9122692567
651,Rh_Cat703,-2154.15886047,-2154.16253107,-2154.13736616,13.4878837209,15.791220091700001
658,Rh_Cat70,-4143.35970168,-4143.35644295,-4143.33612762,14.792946603599999,12.7480625706
691,Rh_Cat73,-2462.61987584,-2462.61743741,-2462.59580802,15.102785694400001,13.572647704400001
698,Rh_Cat746,-4741.96951959,-4741.97160389,-4741.94893632,12.916197466300002,14.224115516700001
715,Rh_Cat761,-2452.06231628,-2452.0617581,-2452.04177275,12.8912602385,12.540996986
721,Rh_Cat767,-2760.50220432,-2760.49981836,-2760.48021611,13.797810663,12.300598096300002
728,Rh_Cat773,-3300.92604483,-3300.92323204,-3300.90056455,15.9891177627,14.224065316199999
730,Rh_Cat775,-4742.03581201,-4742.03865635,-4742.01493446,13.1008609615,14.8857113325
737,Rh_Cat781,-3061.29733628,-3061.29643686,-3061.27506705,13.974153382599999,13.4097587883
738,Rh_Cat782,-2917.63889387,-2917.63748459,-2917.61560517,14.6138804928,13.7295439045
758,Rh_Cat7,-1839.90826957,-1839.90852703,-1839.88455809,14.879178959,15.0407375549
763,Rh_Cat804,-4670.22179603,-4670.21608314,-4670.19698736,15.5676761076,11.9827833597
778,Rh_Cat81,-2619.75410505,-2619.74349098,-2619.72752024,16.6822208306,10.021791071900001
790,Rh_Cat830,-3109.28372173,-3109.28367156,-3109.26055037,14.5402485277,14.5087663763
799,Rh_Cat839,-3109.28899008,-3109.28906239,-3109.26590901,14.4835906952,14.5289659069
