name,en_react
Rh_Cat262,-1836.93913188
Rh_Cat263,-1994.05969099
Rh_Cat264,-2465.44559896
Rh_Cat265,-2151.16621351
Rh_Cat266,-2137.68670456
Rh_Cat267,-2609.09777536
Rh_Cat268,-2451.98609000
Rh_Cat269,-2617.78625501
Rh_Cat26,-2449.00655053
Rh_Cat270,-2603.29362300
Rh_Cat271,-3061.09405408
Rh_Cat272,-3000.06651426
Rh_Cat273,-4441.17894441
Rh_Cat274,-2760.44251693
Rh_Cat275,-2760.42539648
Rh_Cat276,-2760.44004020
Rh_Cat277,-3518.76902310
Rh_Cat278,-2904.07968755
Rh_Cat279,-3061.23015158
Rh_Cat27,-2449.15513791
Rh_Cat280,-3300.85602466
Rh_Cat281,-3061.22433148
Rh_Cat282,-4741.96892708
Rh_Cat283,-2760.43525267
Rh_Cat284,-2917.57288434
Rh_Cat285,-2151.19003214
Rh_Cat286,-2465.45122946
Rh_Cat287,-3061.08454699
Rh_Cat288,-3061.23392256
Rh_Cat289,-2917.58010107
Rh_Cat28,-2305.50168876
Rh_Cat290,-3157.20613179
Rh_Cat291,-1806.42662906
Rh_Cat292,-1963.54976933
Rh_Cat293,-2434.93193656
Rh_Cat294,-2120.66097651
Rh_Cat295,-2107.17264506
Rh_Cat296,-2578.58060442
Rh_Cat297,-2421.47120119
Rh_Cat298,-2587.27303591
Rh_Cat299,-2572.78480136
Rh_Cat29,-2545.12786409
Rh_Cat2,-1381.98182541
Rh_Cat300,-3030.58333061
Rh_Cat301,-2969.55624532
Rh_Cat302,-4410.66861869
Rh_Cat303,-2729.92305250
Rh_Cat304,-2729.90770686
Rh_Cat305,-2729.85182731
Rh_Cat306,-3488.25443205
Rh_Cat307,-2873.56528648
Rh_Cat308,-3030.70445891
Rh_Cat309,-3270.34119873
Rh_Cat30,-1303.41932847
Rh_Cat310,-3030.71001290
Rh_Cat311,-4711.45378197
Rh_Cat312,-2729.92214842
Rh_Cat313,-2887.05365323
Rh_Cat314,-2120.67703177
Rh_Cat315,-2434.93695254
Rh_Cat316,-3030.57302753
Rh_Cat318,-2887.07418300
Rh_Cat319,-3126.69147278
Rh_Cat31,-1460.53783930
Rh_Cat320,-2526.98392998
Rh_Cat321,-2684.10734834
Rh_Cat322,-3155.48966577
Rh_Cat323,-2841.21832801
Rh_Cat324,-2827.72953536
Rh_Cat325,-3299.13823927
Rh_Cat326,-3142.02716643
Rh_Cat327,-3307.83074626
Rh_Cat328,-3293.34273104
Rh_Cat329,-3751.14103163
Rh_Cat32,-1931.92333484
Rh_Cat330,-3690.11418333
Rh_Cat331,-5131.22107038
Rh_Cat332,-3450.48169797
Rh_Cat333,-3450.46765360
Rh_Cat334,-3450.48386389
Rh_Cat335,-4208.88453985
Rh_Cat336,-3594.13079218
Rh_Cat337,-3751.26034415
Rh_Cat338,-3990.89648530
Rh_Cat339,-3751.26568416
Rh_Cat33,-1617.64993598
Rh_Cat340,-5432.01109462
Rh_Cat341,-3450.47975452
Rh_Cat342,-3607.61303287
Rh_Cat343,-2841.23403475
Rh_Cat344,-3155.48513754
Rh_Cat345,-3751.12443801
Rh_Cat346,-3751.27527919
Rh_Cat347,-3607.62320894
Rh_Cat348,-3847.24903290
Rh_Cat349,-1686.61219139
Rh_Cat34,-1604.16779340
Rh_Cat350,-1843.73332983
Rh_Cat351,-2315.11924246
Rh_Cat352,-2000.83988076
Rh_Cat353,-1987.35799874
Rh_Cat354,-2458.76976686
Rh_Cat355,-2301.65912852
Rh_Cat356,-2467.45977848
Rh_Cat357,-2452.97189952
Rh_Cat358,-2910.76442127
Rh_Cat359,-2849.73906216
Rh_Cat35,-2075.57113858
Rh_Cat360,-4290.85196267
Rh_Cat361,-2610.11551334
Rh_Cat362,-2610.09750752
Rh_Cat363,-2610.11595014
Rh_Cat364,-3368.43830433
Rh_Cat365,-2753.75173805
Rh_Cat366,-2910.89990206
Rh_Cat367,-3150.52749472
Rh_Cat368,-2910.89619691
Rh_Cat369,-4591.64073298
Rh_Cat36,-1918.46724859
Rh_Cat370,-2610.10828907
Rh_Cat371,-2767.24609613
Rh_Cat372,-2000.86354144
Rh_Cat373,-2315.12429522
Rh_Cat374,-2910.75803153
Rh_Cat375,-2910.90372325
Rh_Cat376,-2767.25300514
Rh_Cat377,-3006.87919954
Rh_Cat378,-1686.60603473
Rh_Cat379,-1843.71784483
Rh_Cat37,-2084.26053289
Rh_Cat380,-2315.10570920
Rh_Cat381,-2000.82984837
Rh_Cat382,-1987.35325343
Rh_Cat383,-2458.75970426
Rh_Cat384,-2301.64762221
Rh_Cat385,-2467.44191446
Rh_Cat386,-2452.96225768
Rh_Cat387,-2910.76022284
Rh_Cat388,-2849.73474592
Rh_Cat389,-4290.84695407
Rh_Cat38,-2069.78203479
Rh_Cat390,-2610.10618824
Rh_Cat391,-2610.07260529
Rh_Cat392,-2610.10644935
Rh_Cat393,-3368.47635000
Rh_Cat394,-2753.75210085
Rh_Cat395,-2910.89292711
Rh_Cat396,-3150.51947847
Rh_Cat397,-2910.89690333
Rh_Cat398,-4591.63563251
Rh_Cat399,-2610.10125539
Rh_Cat39,-2527.57877070
Rh_Cat3,-1853.36527581
Rh_Cat400,-2767.22941053
Rh_Cat401,-2000.84795313
Rh_Cat402,-2315.11885258
Rh_Cat403,-2910.74097881
Rh_Cat404,-2910.90213787
Rh_Cat405,-2767.24522515
Rh_Cat406,-3006.87189326
Rh_Cat407,-1686.61284433
Rh_Cat408,-1843.73584794
Rh_Cat409,-2315.11969443
Rh_Cat40,-2466.55324496
Rh_Cat410,-2000.84796584
Rh_Cat411,-1987.35944370
Rh_Cat412,-2458.76876340
Rh_Cat413,-2301.65886166
Rh_Cat414,-2467.46048246
Rh_Cat415,-2452.97316576
Rh_Cat416,-2910.77017003
Rh_Cat417,-2849.74561477
Rh_Cat418,-4290.85806386
Rh_Cat419,-2610.11700483
Rh_Cat41,-3907.66628108
Rh_Cat420,-2610.09307526
Rh_Cat421,-2610.11124976
Rh_Cat422,-3368.50884352
Rh_Cat423,-2753.75139684
Rh_Cat424,-2910.90167350
Rh_Cat425,-3150.51595263
Rh_Cat426,-2910.89427434
Rh_Cat427,-4591.64148578
Rh_Cat428,-2610.10849220
Rh_Cat429,-2767.24617611
Rh_Cat42,-2226.92541701
Rh_Cat430,-2000.86417945
Rh_Cat431,-2315.12453116
Rh_Cat432,-2910.75974310
Rh_Cat433,-2910.90450543
Rh_Cat434,-2767.25313853
Rh_Cat435,-3006.87931571
Rh_Cat436,-2065.82190796
Rh_Cat437,-2222.94173492
Rh_Cat438,-2694.32691517
Rh_Cat439,-2380.05112998
Rh_Cat43,-2226.90589648
Rh_Cat440,-2366.56405535
Rh_Cat441,-2837.96994272
Rh_Cat442,-2680.86083512
Rh_Cat443,-2846.66316019
Rh_Cat444,-2832.17373184
Rh_Cat445,-3289.96995996
Rh_Cat446,-3228.80029422
Rh_Cat447,-4670.06613669
Rh_Cat448,-2989.31654475
Rh_Cat449,-2989.29154317
Rh_Cat44,-2226.92539410
Rh_Cat451,-3747.70195086
Rh_Cat452,-3132.96438353
Rh_Cat453,-3290.08755034
Rh_Cat454,-3529.71491031
Rh_Cat455,-3290.10919553
Rh_Cat456,-4970.83124356
Rh_Cat457,-2989.32137030
Rh_Cat459,-2380.07257553
Rh_Cat45,-2985.33264246
Rh_Cat460,-2694.33655310
Rh_Cat461,-3289.95506807
Rh_Cat462,-3290.11041163
Rh_Cat465,-1758.42608433
Rh_Cat466,-1915.54762783
Rh_Cat467,-2386.93417141
Rh_Cat468,-2072.67176535
Rh_Cat469,-2059.18586656
Rh_Cat46,-2370.57137472
Rh_Cat470,-2530.59383334
Rh_Cat471,-2373.49602902
Rh_Cat472,-2539.28086574
Rh_Cat473,-2524.78520475
Rh_Cat474,-2982.58520866
Rh_Cat475,-2921.55738852
Rh_Cat476,-4362.66788643
Rh_Cat477,-2681.92416509
Rh_Cat478,-2681.91941913
Rh_Cat479,-2681.92508636
Rh_Cat47,-2527.70395232
Rh_Cat480,-3440.33766210
Rh_Cat481,-2825.58085105
Rh_Cat482,-2982.72110966
Rh_Cat483,-3222.36040314
Rh_Cat484,-2982.73188229
Rh_Cat485,-4663.45683537
Rh_Cat486,-2681.91791648
Rh_Cat487,-2839.06131020
Rh_Cat488,-2072.68239459
Rh_Cat489,-2386.94139463
Rh_Cat48,-2767.32926709
Rh_Cat490,-2982.56778764
Rh_Cat491,-2982.73562768
Rh_Cat492,-2839.06720440
Rh_Cat493,-3078.69303561
Rh_Cat494,-1836.99931455
Rh_Cat495,-1994.11780271
Rh_Cat496,-2465.50062143
Rh_Cat497,-2151.24209927
Rh_Cat498,-2137.76445050
Rh_Cat499,-2609.17033133
Rh_Cat49,-2527.71357604
Rh_Cat4,-1539.09704426
Rh_Cat500,-2452.06639385
Rh_Cat501,-2617.85174818
Rh_Cat502,-2603.35519158
Rh_Cat503,-3061.15352770
Rh_Cat504,-3000.12750656
Rh_Cat505,-4441.23965338
Rh_Cat506,-2760.50017711
Rh_Cat507,-2760.49242211
Rh_Cat508,-2760.49609226
Rh_Cat509,-3518.82217726
Rh_Cat50,-4208.44793131
Rh_Cat510,-2904.14646087
Rh_Cat511,-3061.28684233
Rh_Cat512,-3300.91756778
Rh_Cat513,-3061.30441164
Rh_Cat514,-4742.03282630
Rh_Cat515,-2760.48532313
Rh_Cat516,-2917.62987081
Rh_Cat517,-2151.25048897
Rh_Cat518,-2465.51108333
Rh_Cat519,-3061.14310640
Rh_Cat51,-2226.91633573
Rh_Cat520,-3061.30093770
Rh_Cat521,-2917.63075561
Rh_Cat523,-1956.81221823
Rh_Cat524,-2113.92699992
Rh_Cat525,-2585.31364680
Rh_Cat526,-2271.05425890
Rh_Cat527,-2257.57232812
Rh_Cat528,-2728.98373226
Rh_Cat529,-2571.87932995
Rh_Cat52,-2384.04977540
Rh_Cat530,-2737.66372739
Rh_Cat531,-2723.16878912
Rh_Cat532,-3180.96951308
Rh_Cat533,-3119.93570727
Rh_Cat534,-4561.05230225
Rh_Cat535,-2880.31349102
Rh_Cat536,-2880.30547060
Rh_Cat537,-2880.30862290
Rh_Cat538,-3638.72200756
Rh_Cat539,-3023.96438493
Rh_Cat53,-1617.66806623
Rh_Cat540,-3181.09995121
Rh_Cat541,-3420.72975601
Rh_Cat542,-3181.11579678
Rh_Cat543,-4861.84494459
Rh_Cat544,-2880.29820869
Rh_Cat545,-3037.44328018
Rh_Cat546,-2271.06281352
Rh_Cat547,-2585.32339027
Rh_Cat548,-3180.95569489
Rh_Cat549,-3181.11316072
Rh_Cat54,-1931.92684037
Rh_Cat550,-3037.44329732
Rh_Cat551,-3277.07855057
Rh_Cat552,-1836.99919773
Rh_Cat553,-1994.12205815
Rh_Cat554,-2465.51416491
Rh_Cat555,-2151.24472987
Rh_Cat556,-2137.76049757
Rh_Cat557,-2609.17244530
Rh_Cat558,-2452.07140764
Rh_Cat559,-2617.85432796
Rh_Cat55,-2527.55379245
Rh_Cat560,-2603.35440749
Rh_Cat561,-3061.15959341
Rh_Cat562,-3000.12672301
Rh_Cat563,-4441.23886570
Rh_Cat564,-2760.50456107
Rh_Cat565,-2760.48691038
Rh_Cat566,-2760.50483308
Rh_Cat567,-3518.91162389
Rh_Cat568,-2904.15917558
Rh_Cat569,-3061.29953679
Rh_Cat56,-2527.71494599
Rh_Cat570,-3300.92516671
Rh_Cat572,-4742.04057333
Rh_Cat573,-2760.49968013
Rh_Cat574,-2917.62616264
Rh_Cat575,-2151.25741733
Rh_Cat576,-2465.50690357
Rh_Cat577,-3061.13593956
Rh_Cat578,-3061.30942388
Rh_Cat579,-2917.64270935
Rh_Cat57,-2384.06453164
Rh_Cat580,-3157.26546386
Rh_Cat581,-2677.36932644
Rh_Cat582,-2834.48455564
Rh_Cat583,-3305.87687453
Rh_Cat584,-2991.59938260
Rh_Cat585,-2978.13282866
Rh_Cat586,-3449.54006871
Rh_Cat587,-3292.43751756
Rh_Cat588,-3458.22303992
Rh_Cat589,-3443.72495973
Rh_Cat58,-2623.68115960
Rh_Cat590,-3901.52753617
Rh_Cat591,-3840.49707382
Rh_Cat592,-5281.60913930
Rh_Cat593,-3600.87151164
Rh_Cat594,-3600.86377943
Rh_Cat595,-3600.86624616
Rh_Cat596,-4359.28267984
Rh_Cat597,-3744.51688424
Rh_Cat598,-3901.65762060
Rh_Cat599,-4141.29467099
Rh_Cat59,-1539.11129795
Rh_Cat5,-1525.60940604
Rh_Cat600,-3901.67400082
Rh_Cat601,-5582.40258181
Rh_Cat602,-3600.85894944
Rh_Cat603,-3758.00109489
Rh_Cat604,-2991.62056704
Rh_Cat605,-3305.88142531
Rh_Cat606,-3901.51546338
Rh_Cat607,-3901.67709838
Rh_Cat608,-3758.00143612
Rh_Cat60,-1696.23038282
Rh_Cat610,-1686.61105763
Rh_Cat611,-1843.73044549
Rh_Cat612,-2315.11634234
Rh_Cat613,-2000.83652622
Rh_Cat614,-1987.35525546
Rh_Cat615,-2458.76634692
Rh_Cat616,-2301.65114624
Rh_Cat617,-2467.45083511
Rh_Cat618,-2452.96599136
Rh_Cat619,-2910.76488612
Rh_Cat61,-2167.61581693
Rh_Cat620,-2849.73778767
Rh_Cat621,-4290.85103249
Rh_Cat622,-2610.11047147
Rh_Cat623,-2610.09418455
Rh_Cat624,-2610.11168269
Rh_Cat625,-3368.52349768
Rh_Cat626,-2753.75873957
Rh_Cat627,-2910.89703274
Rh_Cat628,-3150.52270924
Rh_Cat629,-2910.90454587
Rh_Cat62,-1853.34290572
Rh_Cat630,-4591.63830278
Rh_Cat631,-2610.09871025
Rh_Cat632,-2767.23991027
Rh_Cat633,-2000.86026497
Rh_Cat634,-2315.12015349
Rh_Cat635,-2910.75476313
Rh_Cat636,-2910.90284736
Rh_Cat637,-2767.25057464
Rh_Cat638,-3006.87208846
Rh_Cat639,-1765.17912758
Rh_Cat63,-1839.85550377
Rh_Cat640,-1922.29539012
Rh_Cat641,-2393.68649619
Rh_Cat642,-2079.41301846
Rh_Cat643,-2065.92599023
Rh_Cat644,-2537.33166240
Rh_Cat645,-2380.22060502
Rh_Cat646,-2546.01690422
Rh_Cat647,-2531.53363684
Rh_Cat648,-2989.33214701
Rh_Cat649,-2928.31031668
Rh_Cat64,-2311.26478971
Rh_Cat650,-4369.41826025
Rh_Cat651,-2688.67782872
Rh_Cat652,-2688.65619799
Rh_Cat653,-2688.68423336
Rh_Cat654,-3447.08807950
Rh_Cat655,-2832.32941819
Rh_Cat656,-2989.45988211
Rh_Cat657,-3229.08482113
Rh_Cat658,-2989.47174117
Rh_Cat659,-4670.20045409
Rh_Cat65,-2154.15331554
Rh_Cat660,-2688.67048094
Rh_Cat661,-2845.81041495
Rh_Cat662,-2079.42593508
Rh_Cat663,-2393.68975701
Rh_Cat664,-2989.32711862
Rh_Cat665,-2989.46499059
Rh_Cat666,-2845.81796666
Rh_Cat667,-3085.44135685
Rh_Cat668,-1381.98359319
Rh_Cat669,-1539.10261577
Rh_Cat66,-2319.95410663
Rh_Cat670,-2010.48788318
Rh_Cat671,-1696.21502821
Rh_Cat672,-1682.73202976
Rh_Cat673,-2154.13972703
Rh_Cat674,-1997.02754412
Rh_Cat675,-2162.83085090
Rh_Cat676,-2148.34773269
Rh_Cat677,-2606.14520144
Rh_Cat678,-2545.11889712
Rh_Cat679,-3986.23159249
Rh_Cat67,-2305.47575851
Rh_Cat680,-2305.49121585
Rh_Cat681,-2305.45096013
Rh_Cat682,-2305.49148497
Rh_Cat683,-3063.89635562
Rh_Cat684,-2449.13867109
Rh_Cat685,-2606.27662258
Rh_Cat686,-2845.90166306
Rh_Cat687,-2606.27409553
Rh_Cat688,-4287.01751882
Rh_Cat689,-2305.47801885
Rh_Cat68,-2763.27352892
Rh_Cat690,-2462.62597010
Rh_Cat691,-1696.23237398
Rh_Cat692,-2010.49141759
Rh_Cat693,-2606.13281411
Rh_Cat694,-2606.28073838
Rh_Cat695,-2462.62287057
Rh_Cat696,-2702.25331325
Rh_Cat697,-1539.11195039
Rh_Cat698,-1696.23370603
Rh_Cat699,-2167.61636295
Rh_Cat69,-2702.24701066
Rh_Cat6,-1997.01404009
Rh_Cat700,-1853.34684767
Rh_Cat701,-1839.85992574
Rh_Cat702,-2311.26293117
Rh_Cat703,-2154.15886047
Rh_Cat704,-2319.95486077
Rh_Cat705,-2305.47199287
Rh_Cat706,-2763.27360394
Rh_Cat707,-2702.24773155
Rh_Cat708,-4143.36097060
Rh_Cat709,-2462.61898782
Rh_Cat70,-4143.35970168
Rh_Cat710,-2462.60286658
Rh_Cat711,-2462.61605598
Rh_Cat712,-3221.02676605
Rh_Cat713,-2606.25669348
Rh_Cat714,-2763.40033662
Rh_Cat715,-3003.03097413
Rh_Cat716,-2763.40858401
Rh_Cat717,-4444.14353578
Rh_Cat718,-2462.62105716
Rh_Cat719,-2619.75286234
Rh_Cat71,-2462.61959458
Rh_Cat720,-1853.36317552
Rh_Cat721,-2167.62032264
Rh_Cat722,-2763.25913909
Rh_Cat723,-2763.40932083
Rh_Cat724,-2619.76510848
Rh_Cat725,-2859.38742353
Rh_Cat726,-1836.93314256
Rh_Cat727,-1994.05313741
Rh_Cat728,-2465.43706720
Rh_Cat729,-2151.16625330
Rh_Cat72,-2462.57900203
Rh_Cat730,-2137.67990390
Rh_Cat731,-2609.08040738
Rh_Cat732,-2451.96850692
Rh_Cat733,-2617.78470354
Rh_Cat734,-2603.29354720
Rh_Cat735,-3061.09131776
Rh_Cat736,-3000.06665050
Rh_Cat737,-4441.17932764
Rh_Cat738,-2760.43675264
Rh_Cat739,-2760.40590700
Rh_Cat73,-2462.61987584
Rh_Cat740,-2760.43478346
Rh_Cat741,-3518.81922080
Rh_Cat742,-2904.08038482
Rh_Cat743,-3061.20370389
Rh_Cat744,-3300.85158016
Rh_Cat745,-3061.23052546
Rh_Cat746,-4741.96951959
Rh_Cat747,-2760.43068873
Rh_Cat748,-2917.56546420
Rh_Cat749,-2151.18320699
Rh_Cat74,-3221.02668382
Rh_Cat750,-2465.44762690
Rh_Cat751,-3061.06779323
Rh_Cat752,-3061.22207829
Rh_Cat753,-2917.57736428
Rh_Cat754,-3157.20197944
Rh_Cat755,-1836.99766705
Rh_Cat756,-1994.12287715
Rh_Cat757,-2465.50330316
Rh_Cat758,-2151.23454197
Rh_Cat759,-2137.75711186
Rh_Cat75,-2606.26417322
Rh_Cat760,-2609.17204650
Rh_Cat761,-2452.06231628
Rh_Cat762,-2617.85011032
Rh_Cat763,-2603.35259130
Rh_Cat764,-3061.15110902
Rh_Cat765,-3000.13140127
Rh_Cat766,-4441.23429421
Rh_Cat767,-2760.50220432
Rh_Cat768,-2760.49154347
Rh_Cat769,-2760.50245223
Rh_Cat76,-2763.40468799
Rh_Cat770,-3518.90750129
Rh_Cat771,-2904.16092320
Rh_Cat772,-3061.29404956
Rh_Cat773,-3300.92604483
Rh_Cat774,-3061.30991036
Rh_Cat775,-4742.03581201
Rh_Cat776,-2760.50247659
Rh_Cat777,-2917.64100305
Rh_Cat778,-2151.24948497
Rh_Cat779,-2465.50994269
Rh_Cat77,-3003.02982255
Rh_Cat780,-3061.14048273
Rh_Cat781,-3061.29733628
Rh_Cat782,-2917.63889387
Rh_Cat783,-3157.26403712
Rh_Cat784,-1765.18194233
Rh_Cat785,-1922.30694704
Rh_Cat786,-2393.69355830
Rh_Cat787,-2079.40514084
Rh_Cat788,-2065.92551371
Rh_Cat789,-2537.32186888
Rh_Cat78,-2763.40063914
Rh_Cat790,-2380.22389299
Rh_Cat791,-2546.01569998
Rh_Cat792,-2531.54053232
Rh_Cat793,-2989.33742093
Rh_Cat794,-2928.31271865
Rh_Cat795,-4369.42338721
Rh_Cat796,-2688.68148816
Rh_Cat797,-2688.67529515
Rh_Cat798,-2688.68376101
Rh_Cat799,-3447.09395702
Rh_Cat79,-4444.14574570
Rh_Cat7,-1839.90826957
Rh_Cat800,-2832.33688696
Rh_Cat801,-2989.47850260
Rh_Cat802,-3229.10279499
Rh_Cat803,-2989.48448226
Rh_Cat804,-4670.22179603
Rh_Cat806,-2845.81789692
Rh_Cat807,-2079.43753805
Rh_Cat808,-2393.69713832
Rh_Cat809,-2989.33712059
Rh_Cat80,-2462.60723023
Rh_Cat810,-2989.47186304
Rh_Cat811,-2845.65208118
Rh_Cat813,-1884.99550036
Rh_Cat814,-2042.11623698
Rh_Cat815,-2513.49803934
Rh_Cat816,-2199.22124235
Rh_Cat817,-2185.74047860
Rh_Cat818,-2657.15085266
Rh_Cat819,-2500.03638094
Rh_Cat81,-2619.75410505
Rh_Cat820,-2665.83443743
Rh_Cat821,-2651.35118768
Rh_Cat822,-3109.15251541
Rh_Cat823,-3048.12272639
Rh_Cat824,-4489.23585994
Rh_Cat825,-2808.49611344
Rh_Cat826,-2808.47746150
Rh_Cat827,-2808.49673935
Rh_Cat828,-3566.90811225
Rh_Cat829,-2952.14368284
Rh_Cat82,-1853.35984073
Rh_Cat830,-3109.28372173
Rh_Cat831,-3348.90789158
Rh_Cat832,-3109.29038924
Rh_Cat833,-4790.02391741
Rh_Cat834,-2808.48721801
Rh_Cat835,-2965.62521534
Rh_Cat836,-2199.24541911
Rh_Cat837,-2513.50538234
Rh_Cat838,-3109.14092357
Rh_Cat839,-3109.28899008
Rh_Cat83,-2167.61980556
Rh_Cat840,-2965.62935369
Rh_Cat841,-3205.25271951
Rh_Cat84,-2763.26147962
Rh_Cat85,-2763.40896442
Rh_Cat86,-2619.75189250
Rh_Cat87,-2859.37366563
Rh_Cat88,-1381.98212337
Rh_Cat89,-1539.09673636
Rh_Cat8,-2005.70658781
Rh_Cat90,-2010.48389636
Rh_Cat91,-1696.19755658
Rh_Cat92,-1682.72853140
Rh_Cat93,-2154.14225211
Rh_Cat94,-1997.02171932
Rh_Cat95,-2162.80886178
Rh_Cat96,-2148.33868764
Rh_Cat97,-2606.13633637
